COMPANY_FKEY,bank_event
0001292215,2008-12-01
0001292731,2008-01-22
0001293310,2015-12-29
0001293377,2010-12-10
0001293379,2010-12-10
0001293385,2010-12-10
0001294148,2007-01-09
0001294208,2016-07-27
0001294250,2018-01-29
0001294371,2005-12-21
0001294476,2016-07-27
0001294875,2000-06-26
0001296391,2014-12-29
0001296595,2010-01-29
0001296937,2009-11-05
0001297720,2014-04-07
0001298663,2010-06-23
0001299716,2009-04-29
0001299966,2008-03-06
0001300744,2009-08-14
0001301063,2015-08-03
0001301206,2013-09-16
0001301501,2019-04-15
0001301712,2017-09-08
0001302502,2009-12-17
0001302977,2008-02-14
0001303565,2008-04-29
0001303849,2013-07-25
0001304588,2009-01-30
0001305464,2005-10-17
0001305468,2005-10-17
0001305748,2010-07-09
0001307697,2008-10-21
0001309126,2011-12-16
0001309237,2008-12-30
0001309499,2008-09-16
0001310067,2018-10-15
0001310094,2008-11-10
0001310488,2011-12-29
0001310527,2010-05-20
0001311230,2017-08-02
0001311396,2009-06-09
0001311486,2014-03-25
0001311803,2008-01-18
0001311953,2008-01-30
0001313024,2016-03-18
0001314077,2009-02-03
0001314361,2007-03-20
0001314642,2006-08-14
0001315054,2008-10-17
0001316410,2012-08-16
0001316826,2007-12-18
0001318035,2009-10-21
0001319009,2015-06-22
0001319842,2010-03-01
0001319845,2010-03-01
0001319855,2010-03-01
0001320459,2009-08-03
0001320460,2009-08-03
0001320461,2009-08-03
0001320462,2009-08-03
0001320463,2009-08-03
0001320465,2009-08-03
0001320467,2009-08-03
0001320468,2009-08-03
0001320475,2009-08-03
0001320476,2009-08-03
0001320477,2009-08-03
0001321099,2011-03-30
0001321544,2009-04-28
0001321746,2005-10-17
0001322069,2001-02-15
0001322070,2001-02-15
0001322071,2001-02-15
0001322088,2001-02-15
0001322094,2001-02-15
0001322096,2001-02-15
0001322097,2001-02-15
0001322100,2001-02-15
0001322101,2001-02-15
0001322104,2001-02-15
0001322105,2001-02-15
0001322106,2001-02-15
0001322107,2001-02-15
0001322108,2001-02-15
0001322110,2001-02-15
0001322112,2001-02-15
0001322113,2001-02-15
0001322115,2001-02-15
0001322116,2001-02-15
0001322117,2001-02-15
0001322118,2001-02-15
0001322120,2001-02-15
0001322122,2001-02-15
0001322123,2001-02-15
0001322127,2001-02-15
0001322129,2001-02-15
0001322131,2001-02-15
0001322132,2001-02-15
0001322133,2001-02-15
0001322134,2001-02-15
0001322138,2001-02-15
0001322139,2001-02-15
0001322141,2001-02-15
0001322142,2001-02-15
0001322144,2001-02-15
0001322145,2001-02-15
0001322146,2001-02-15
0001322147,2001-02-15
0001322148,2001-02-15
0001322149,2001-02-15
0001322150,2001-02-15
0001322151,2001-02-15
0001322153,2001-02-15
0001322154,2001-02-15
0001322155,2001-02-15
0001322156,2001-02-15
0001322157,2001-02-15
0001322158,2001-02-15
0001322159,2001-02-15
0001322161,2001-02-15
0001322162,2001-02-15
0001322167,2001-02-15
0001322168,2001-02-15
0001322173,2001-02-15
0001322175,2001-02-15
0001322178,2001-02-15
0001322179,2001-02-15
0001322180,2001-02-15
0001322182,2001-02-15
0001322184,2001-02-15
0001322186,2001-02-15
0001322187,2001-02-15
0001322188,2001-02-15
0001322189,2001-02-15
0001322190,2001-02-15
0001322192,2001-02-15
0001322196,2001-02-15
0001322200,2001-02-15
0001322203,2001-02-15
0001322207,2001-02-15
0001322226,2001-02-15
0001322230,2001-02-15
0001322234,2001-02-15
0001322236,2001-02-15
0001322238,2001-02-15
0001322240,2001-02-15
0001322244,2001-02-15
0001322246,2001-02-15
0001322248,2001-02-15
0001322249,2001-02-15
0001322250,2001-02-15
0001322251,2001-02-15
0001322253,2001-02-15
0001322255,2000-02-16
0001322439,2014-08-06
0001322705,2009-03-01
0001323056,2011-05-02
0001323163,2011-04-08
0001323543,2003-06-09
0001323770,2009-03-09
0001324477,2003-01-31
0001324479,2003-01-31
0001324759,2014-02-10
0001326200,2014-04-21
0001326428,2016-05-11
0001326531,2008-02-14
0001326686,2011-08-01
0001326688,2011-08-01
0001327012,2008-12-08
0001328910,2009-01-12
0001329068,2011-09-07
0001329184,2010-08-16
0001329605,2010-11-24
0001330340,2009-02-17
0001330487,2010-05-11
0001330849,2015-08-13
0001331427,2013-07-15
0001332341,2008-10-31
0001332412,2013-10-09
0001333291,2009-09-14
0001334127,2011-03-28
0001334872,2009-06-23
0001334914,2009-06-30
0001335103,2017-12-01
0001335104,2012-12-07
0001335190,2015-12-15
0001335236,2016-07-27
0001335288,2010-11-01
0001336339,2016-07-27
0001336390,2011-08-19
0001336545,2015-10-05
0001337885,2014-12-07
0001337913,2011-12-22
0001338095,2016-04-30
0001338949,2011-04-29
0001340744,2009-11-11
0001340752,2010-12-09
0001341293,2012-07-23
0001341497,2009-01-15
0001341843,2013-04-01
0001341853,2008-09-15
0001342514,2016-07-27
0001342643,2018-05-01
0001342803,2014-02-21
0001343202,2008-10-31
0001343360,2010-05-16
0001343611,2008-03-27
0001343719,2016-04-14
0001343881,2012-11-21
0001343957,2008-07-31
0001345059,2009-12-30
0001345968,2009-06-17
0001346222,2011-02-01
0001346526,2016-03-10
0001346685,2009-03-03
0001346980,2016-05-09
0001347613,2018-12-12
0001349120,2008-12-01
0001349436,2016-05-16
0001349976,2015-08-03
0001351197,2008-12-01
0001351413,2017-09-12
0001351548,2008-04-10
0001351667,2009-03-20
0001352045,2009-07-16
0001355128,2013-12-02
0001355804,2010-02-03
0001356505,2009-08-17
0001357062,2008-04-23
0001357361,2016-07-27
0001357371,2016-05-15
0001357838,2009-05-12
0001358057,2012-12-11
0001358651,2020-05-07
0001359555,2009-05-15
0001360214,2011-06-26
0001360849,2008-09-17
0001361937,2018-04-02
0001362614,2009-09-15
0001362659,2009-08-09
0001363033,2007-03-05
0001363346,2009-07-13
0001364100,2015-03-05
0001364796,2007-10-04
0001366909,2008-05-02
0001366913,2008-05-02
0001367311,2016-12-20
0001367387,2011-12-15
0001367396,2009-03-31
0001367858,2009-10-19
0001368147,2008-06-23
0001368154,2008-06-10
0001368218,2013-07-03
0001368900,2013-09-27
0001369233,2012-12-14
0001370512,2010-02-19
0001372175,2009-04-07
0001372326,2008-04-24
0001374835,2009-10-14
0001374985,2016-07-27
0001375083,2009-03-27
0001375098,2004-06-23
0001375424,2013-06-14
0001375618,2020-04-06
0001376502,2012-03-07
0001376610,2015-03-10
0001376812,2012-07-09
0001376912,2018-10-30
0001377053,2015-03-02
0001377720,2012-02-23
0001378670,2009-07-13
0001379763,2016-07-27
0001379895,2011-11-07
0001379926,2008-12-04
0001381081,1999-12-17
0001382056,2011-08-05
0001382399,2010-05-04
0001382805,2012-01-30
0001382911,2018-03-12
0001383154,2017-09-29
0001383960,2015-02-27
0001384072,2017-02-01
0001385228,2016-05-01
0001385542,2007-08-06
0001385544,2016-02-02
0001386026,2019-10-24
0001386927,2009-06-10
0001387156,2019-07-24
0001387371,2009-03-04
0001389053,2007-11-23
0001390630,2007-12-17
0001392091,2008-07-22
0001392477,2013-08-22
0001393066,2009-04-16
0001393614,2010-10-03
0001393631,2015-01-22
0001394954,2014-10-06
0001395000,2009-07-27
0001395864,2016-01-26
0001396426,2012-05-03
0001396838,2014-03-23
0001397087,2009-07-08
0001397346,2011-02-15
0001397396,2009-03-31
0001397403,2020-07-23
0001397516,2018-05-18
0001397867,2012-02-05
0001398201,2007-08-06
0001398702,2017-03-16
0001399311,2007-12-17
0001399541,2016-07-27
0001399542,2016-07-27
0001399935,2020-12-03
0001400000,2015-11-05
0001400122,2007-08-06
0001400428,2007-07-13
0001400891,2018-03-14
0001401106,2011-10-31
0001401300,2008-05-05
0001402281,2018-04-25
0001402364,2010-09-20
0001403053,2011-10-31
0001403085,2018-06-29
0001403433,2017-04-18
0001403548,2013-05-10
0001403802,2019-03-22
0001403853,2017-05-01
0001404831,2008-05-05
0001404834,2008-05-05
0001404839,2008-05-05
0001404940,2008-05-05
0001405041,2014-04-13
0001405073,2019-11-18
0001405419,2010-11-04
0001405424,2014-09-24
0001406081,2009-08-27
0001406223,2007-08-06
0001406508,2009-10-25
0001406868,2011-08-02
0001407190,2016-12-14
0001407698,2012-07-03
0001407703,2018-03-31
0001407805,2018-10-30
0001410056,2016-03-01
0001410177,2007-12-17
0001410402,2010-04-21
0001410637,2010-12-10
0001411272,2009-10-25
0001411286,2010-01-15
0001411374,2009-10-25
0001411851,2009-10-25
0001412030,2009-10-25
0001412193,2009-10-25
0001412347,2018-10-09
0001413142,2009-03-27
0001414367,2013-07-15
0001416712,2011-08-24
0001418862,2014-11-09
0001419428,2015-12-03
0001420176,2008-12-22
0001421105,2008-09-15
0001421182,2016-01-26
0001421601,2017-03-01
0001421732,2008-09-15
0001422109,2016-03-21
0001423239,2013-08-15
0001424328,2016-10-04
0001425319,2009-10-30
0001426082,2008-09-15
0001428059,2011-09-23
0001429331,2009-09-15
0001429386,2017-12-11
0001429896,2018-07-15
0001430441,2011-09-07
0001430996,2008-09-15
0001431372,2018-10-31
0001431559,2006-12-29
0001431654,2008-09-15
0001431888,2015-05-01
0001432244,2011-08-08
0001432985,2016-07-27
0001432987,2016-07-27
0001433833,2016-07-27
0001434589,2017-05-15
0001434621,2019-07-21
0001434842,2017-01-17
0001434893,2012-07-30
0001435181,2020-08-07
0001436161,2020-04-20
0001436164,2014-05-06
0001436222,2008-09-15
0001436329,2008-09-15
0001437073,2008-09-15
0001437106,2019-06-30
0001437557,2020-06-28
0001439600,2010-11-17
0001441849,2019-05-10
0001443002,2008-09-15
0001443115,2011-09-06
0001443593,2009-07-13
0001443799,2011-11-17
0001443818,2012-08-13
0001445049,2014-04-29
0001445146,2014-04-29
0001448064,2011-12-12
0001449491,2012-02-03
0001449709,2012-01-03
0001450074,2011-03-04
0001450390,2018-12-07
0001451951,2013-09-17
0001452206,2010-12-06
0001452384,2011-02-11
0001452476,2015-08-23
0001454238,2010-01-13
0001455926,2020-08-28
0001456212,2020-03-13
0001456455,2017-01-31
0001457737,2018-03-14
0001458891,2020-07-31
0001459482,2020-06-18
0001461993,2019-12-27
0001462360,1997-06-20
0001465872,2015-12-03
0001471261,2017-12-14
0001473061,2016-04-01
0001475273,2017-06-13
0001475899,2015-08-28
0001476170,2017-04-12
0001476719,2014-07-11
0001477961,2012-11-09
0001478909,2012-02-17
0001479920,2012-02-06
0001486159,2020-09-30
0001487561,2016-07-27
0001487920,2015-03-17
0001489137,2015-06-25
0001489161,2015-05-25
0001490165,2016-11-08
0001490636,2017-03-13
0001490930,2012-09-11
0001493587,2012-12-27
0001494448,2018-12-13
0001496268,2020-01-14
0001496631,2017-05-11
0001496818,2020-01-27
0001497814,2013-02-14
0001498301,2020-07-23
0001501732,2012-12-05
0001502034,2020-06-23
0001503813,2013-02-17
0001505497,2020-03-20
0001506932,2013-09-25
0001508677,2015-06-14
0001509589,2017-01-04
0001512077,2020-07-22
0001512369,2015-06-14
0001514242,2016-10-31
0001514443,2014-08-11
0001514732,2020-08-27
0001516479,2019-06-10
0001517342,2017-11-16
0001518403,2019-09-11
0001521847,2017-01-16
0001525773,2020-05-13
0001526689,2019-12-15
0001526796,2017-06-06
0001526948,2011-11-29
0001527844,2020-03-19
0001528837,2019-08-11
0001529463,2020-09-22
0001532543,2015-04-07
0001532750,2016-07-27
0001532930,2016-06-07
0001533924,2016-04-30
0001534287,2018-05-04
0001536256,2017-05-30
0001540729,2020-03-10
0001541354,2017-06-30
0001547638,2019-04-01
0001549145,2018-10-22
0001549756,2016-05-11
0001549848,2020-07-12
0001551510,2013-03-25
0001553588,2016-02-01
0001554875,2018-07-10
0001554923,2017-06-22
0001555082,2019-10-03
0001555177,2019-07-15
0001555492,2016-05-02
0001556739,2013-03-18
0001560186,2017-09-12
0001561551,2018-01-28
0001562594,2016-01-27
0001567892,2020-10-12
0001568079,2019-09-04
0001568832,2016-01-31
0001573166,2019-04-14
0001575360,2019-06-03
0001575599,2017-01-30
0001579010,2019-11-04
0001579252,2020-06-24
0001580185,2017-12-11
0001581312,2016-06-13
0001581545,2020-12-17
0001582054,2016-02-08
0001584952,2019-10-03
0001585644,2019-02-25
0001586105,2018-10-30
0001586300,2016-05-05
0001588242,2016-03-16
0001594590,2016-02-16
0001602367,2017-04-19
0001603923,2019-07-01
0001606180,2020-06-20
0001609253,2020-07-15
0001613011,2016-05-18
0001615817,2016-07-20
0001619250,2020-02-09
0001623595,2016-07-27
0001627606,2020-07-08
0001636509,2020-06-15
0001648893,2019-11-12
0001650445,2020-04-07
0001655020,2020-06-14
0001656328,2019-09-16
0001657853,2020-05-22
0001659122,2020-07-26
0001660719,2018-08-10
0001661920,2020-09-30
0001669812,2020-04-13
0001672326,2020-04-15
0001690769,2019-09-11
0001720201,2019-08-05
0001722287,2020-06-29
0001725750,2020-02-21
0001735707,2020-09-20
0001735828,2019-06-18
0001814974,2020-09-22
